51.19517	0.286009298	0.27925268	2.31059123	2.29510797	
51.20075	0.285249752	0.27925268	2.30983168	2.29510797	
51.21094	0.283073781	0.27925268	2.30765571	2.29510797	
51.22114	0.280270762	0.27925268	2.30485269	2.29510797	
51.23124	0.276889655	0.27925268	2.30147159	2.29510797	
51.24139	0.272868489	0.27925268	2.29745042	2.29510797	
51.25155	0.268223886	0.270526034	2.29280582	2.29510797	
51.26169	0.262974917	0.270526034	2.28755685	2.28638132	
51.27184	0.257100015	0.261799388	2.28168195	2.28638132	
51.28205	0.250564428	0.261799388	2.27514636	2.28638132	
51.29225	0.243409844	0.253072742	2.26799178	2.27765467	
51.3024	0.235677008	0.244346095	2.26025894	2.27765467	
51.31259	0.227279751	0.244346095	2.25186168	2.26892803	
51.32281	0.21824092	0.235619449	2.24282285	2.26020138	
51.33287	0.208743811	0.226892803	2.23332574	2.25147474	
51.34303	0.198519599	0.20943951	2.22310153	2.24274809	
51.35314	0.187735758	0.200712864	2.21231769	2.23402144	
51.36336	0.17620674	0.191986218	2.20078867	2.2252948	
51.37349	0.16417652	0.183259571	2.18875845	2.2078415	
51.38364	0.151480625	0.174532925	2.17606256	2.19911486	
51.3938	0.138165376	0.157079633	2.16274731	2.18166156	
51.40392	0.124290739	0.148352986	2.14887267	2.16420827	
51.41414	0.109646305	0.130899694	2.13422824	2.14675498	
51.42428	0.0945082262	0.122173048	2.11909016	2.12930169	
51.43444	0.0787206831	0.104719755	2.10330262	2.12057504	
51.44463	0.062252699	0.0872664626	2.08683463	2.10312175	
51.4548	0.0452037706	0.0698131701	2.0697857	2.0943951	
51.46488	0.0277044186	0.0610865238	2.05228635	2.07694181	
51.47533	0.00856624406	0.0523598776	2.03314818	2.05948852	
51.49448	-0.0282790707	0.0174532925	1.99630286	2.03330858	
51.49912	-0.0372072835	0.00872664626	1.98737465	2.02458193	
51.50922	-0.0574401146	-0.00872664626	1.96714182	2.00712864	
51.5194	-0.0784749037	-0.034906585	1.94610703	1.98967535	
51.52964	-0.100230279	-0.0610865238	1.92435165	1.97222205	
51.53973	-0.122288307	-0.0872664626	1.90229362	1.94604212	
51.54989	-0.145116281	-0.113446401	1.87946565	1.91986218	
51.56004	-0.168546691	-0.13962634	1.85603524	1.89368224	
51.57021	-0.192639767	-0.157079633	1.83194217	1.8675023	
51.58039	-0.217376111	-0.183259571	1.80720582	1.83259571	
51.59055	-0.242664398	-0.20943951	1.78191753	1.80641578	
51.60067	-0.268510274	-0.244346095	1.75607166	1.78023584	
51.61089	-0.295212421	-0.270526034	1.72936951	1.7540559	
51.621	-0.322234042	-0.296705973	1.70234789	1.72787596	
