0.0763228	-1.58916334	-1.58824962	
0.08971324	-1.59224879	-1.58824962	
0.09648395	-1.59399478	-1.58824962	
0.1066015	-1.59756132	-1.59697627	
0.1168601	-1.60202326	-1.60570291	
0.1307275	-1.60979846	-1.60570291	
0.1370972	-1.61350294	-1.60570291	
0.1472248	-1.62035999	-1.60570291	
0.1573384	-1.6280314	-1.60570291	
0.1707358	-1.63980051	-1.61442956	
0.1776795	-1.6461102	-1.6231562	
0.1881281	-1.65662977	-1.63188285	
0.1979277	-1.66722117	-1.6406095	
0.2114131	-1.68346529	-1.66678944	
0.2182338	-1.69186708	-1.67551608	
0.2367581	-1.71831486	-1.71042267	
0.2413179	-1.72473377	-1.71914931	
0.2547543	-1.74557075	-1.74532925	
0.261548	-1.7562917	-1.76278254	
0.2716416	-1.77317916	-1.78023584	
0.2822062	-1.7917752	-1.79768913	
0.2952966	-1.81629914	-1.81514242	
0.3022213	-1.82947903	-1.83259571	
0.3123039	-1.84962198	-1.85004901	
0.3229604	-1.87186009	-1.87622895	
0.3361049	-1.90078263	-1.90240888	
0.3426436	-1.91535093	-1.91986218	
0.3527932	-1.93889902	-1.95476876	
0.3629538	-1.96332034	-1.97222205	
0.3764372	-1.99735936	-2.00712864	
0.3834889	-2.01539503	-2.02458193	
0.3935055	-2.0419022	-2.04203522	
0.4036141	-2.06948208	-2.07694181	
0.4170615	-2.10779565	-2.11184839	
0.4238732	-2.1273965	-2.13802833	
0.4339798	-2.15742881	-2.17293492	
0.4444654	-2.1894892	-2.19911486	
0.4579578	-2.23236081	-2.25147474	
0.4647425	-2.25407894	-2.26892803	
0.4748691	-2.28749432	-2.30383461	
0.4863106	-2.32635554	-2.34746784	
0.4975461	-2.3655077	-2.39110108	
0.5055528	-2.39474103	-2.41728101	
0.5157324	-2.43070192	-2.4521876	
0.5258469	-2.46818853	-2.49582083	
0.5381814	-2.51535275	-2.53072742	
0.5462281	-2.54631095	-2.565634	
0.5564727	-2.58680689	-2.60054059	
0.5664292	-2.62691759	-2.64417382	
0.5798947	-2.68283974	-2.69653369	
0.5878433	-2.71618865	-2.73144028	
0.5974839	-2.757412	-2.76634686	
0.6070245	-2.79894034	-2.80125345	
0.620485	-2.85919472	-2.86233997	
0.6273837	-2.89028966	-2.88851991	
0.6374613	-2.93663088	-2.93215314	
0.6476548	-2.98436536	-2.98451302	
0.6615962	-3.05140985	-3.04559954	
0.667912	-3.08187767	-3.08050613	
0.6780765	-3.13191974	-3.12413936	
0.6893101	-3.18540378	-3.18522588	
0.7006036	-3.23815937	-3.23758576	
0.7169389	-3.31221554	-3.31612558	
0.7213897	-3.33241492	-3.34230552	
0.7315833	-3.37775227	-3.3946654	
0.7438868	-3.43124183	-3.45575192	
0.7517635	-3.46514463	-3.4906585	
0.761979	-3.50830821	-3.53429174	
0.7720756	-3.55015932	-3.57792497	
0.7845201	-3.60049001	-3.63028484	
0.7924737	-3.63233594	-3.66519143	
0.8025463	-3.67181486	-3.70009801	
0.8128289	-3.71135701	-3.7350046	
0.8250784	-3.75723873	-3.78736448	
0.833013	-3.78661443	-3.82227106	
