18.40216	-7.6952831	-7.68817536	
18.40892	-7.69410634	-7.68817536	
18.41871	-7.69152082	-7.696902	
18.43105	-7.6869103	-7.696902	
18.439	-7.68357588	-7.696902	
18.44917	-7.67839449	-7.696902	
18.45934	-7.67238473	-7.696902	
18.4728	-7.66279998	-7.68817536	
18.47961	-7.6577689	-7.68817536	
18.48972	-7.64933767	-7.67944871	
18.49992	-7.63999405	-7.67944871	
18.51337	-7.6260574	-7.66199542	
18.5202	-7.61878111	-7.65326877	
18.53035	-7.60701573	-7.64454212	
18.54049	-7.59444781	-7.62708883	
18.55406	-7.57594239	-7.60963554	
18.56085	-7.5665258	-7.59218225	
18.57096	-7.55153197	-7.57472895	
18.58121	-7.53545951	-7.54854901	
18.59463	-7.5128341	-7.52236908	
18.60168	-7.50054534	-7.50491578	
18.61166	-7.48268582	-7.47873584	
18.62179	-7.46352568	-7.45255591	
18.63419	-7.43873686	-7.42637597	
18.64207	-7.42264297	-7.40892267	
18.6522	-7.40101252	-7.38274274	
18.66274	-7.37763754	-7.3565628	
18.67499	-7.34914743	-7.33038286	
18.6829	-7.33040433	-7.31292957	
18.69302	-7.30551945	-7.28674963	
18.70344	-7.2789842	-7.26056969	
18.72353	-7.2238466	-7.2256631	
18.72808	-7.21148858	-7.20820981	
18.73813	-7.18312427	-7.19075652	
18.74823	-7.15383023	-7.16457658	
18.76064	-7.11645883	-7.13839664	
18.76861	-7.09210241	-7.12094335	
18.77872	-7.06031757	-7.08603676	
18.78884	-7.02765908	-7.05985682	
18.80122	-6.98637327	-7.02495024	
18.81105	-6.95289398	-6.9987703	
18.82124	-6.91739709	-6.96386372	
18.83141	-6.88109295	-6.92895713	
18.8438	-6.83556756	-6.87659725	
18.85175	-6.80598618	-6.84169067	
18.86187	-6.76738307	-6.80678408	
18.87213	-6.7274653	-6.75442421	
18.88445	-6.67819174	-6.70206433	
18.89236	-6.64616221	-6.66715774	
18.90253	-6.6041318	-6.61479787	
18.91293	-6.56021149	-6.56243799	
18.925	-6.50801769	-6.50135146	
18.93291	-6.47347354	-6.45771823	
18.94305	-6.42823921	-6.42281165	
18.9532	-6.38212619	-6.37045177	
18.96553	-6.32478286	-6.31809189	
18.97351	-6.28731171	-6.27445866	
18.98363	-6.23889579	-6.22209878	
18.99383	-6.18923685	-6.17846555	
19.00617	-6.12788398	-6.12610567	
19.01407	-6.08966562	-6.09119909	
19.02426	-6.04135342	-6.04756586	
19.03434	-5.99428997	-6.00393263	
19.04675	-5.93760951	-5.9428461	
19.05466	-5.90189348	-5.90793952	
19.06477	-5.85701917	-5.86430629	
19.07511	-5.81201216	-5.81194641	
19.08729	-5.76016012	-5.75958653	
19.09526	-5.72665777	-5.70722665	
19.1055	-5.68442109	-5.66359342	
19.11549	-5.64403806	-5.61996019	
19.12878	-5.59177668	-5.55887367	
19.13665	-5.56114969	-5.52396708	
19.14678	-5.52257636	-5.48033385	
19.15692	-5.48480564	-5.43670062	
19.16928	-5.43994947	-5.39306739	
19.17724	-5.41147665	-5.3581608	
19.18741	-5.37589535	-5.32325422	
19.19756	-5.34121128	-5.28834763	
19.20993	-5.30018187	-5.25344105	
19.2178	-5.27442089	-5.23598776	
19.22802	-5.24185308	-5.20108117	
19.23812	-5.2104266	-5.17490123	
19.25058	-5.17292674	-5.14872129	
19.25843	-5.14967126	-5.131268	
19.26854	-5.12054329	-5.09636142	
19.27876	-5.09186526	-5.07890812	
19.29272	-5.05436555	-5.04400154	
19.29946	-5.03646408	-5.03527489	
19.30972	-5.0100675	-5.00909495	
19.31978	-4.98496671	-4.99164166	
19.33211	-4.95540763	-4.96546172	
19.34008	-4.93663258	-4.94800843	
19.35022	-4.91364511	-4.92182849	
19.36039	-4.89133353	-4.9043752	
19.37385	-4.8632858	-4.87819526	
19.38064	-4.84933766	-4.86946861	
19.3911	-4.82875337	-4.84328867	
19.40097	-4.81004172	-4.81710874	
19.41443	-4.78603809	-4.7909288	
19.42125	-4.77395653	-4.78220215	
19.43169	-4.75647666	-4.75602221	
19.44164	-4.74068448	-4.73856892	
19.45506	-4.72067893	-4.71238898	
19.4621	-4.71037224	-4.69493569	
19.47209	-4.69656809	-4.6774824	
19.48212	-4.68342259	-4.6600291	
19.49479	-4.66807032	-4.64257581	
19.50254	-4.6589776	-4.63384916	
19.5126	-4.64793513	-4.62512252	
19.5229	-4.63737461	-4.60766923	
19.53513	-4.62594969	-4.59894258	
19.54302	-4.61886491	-4.59021593	
19.55323	-4.61048357	-4.59021593	
19.56331	-4.60288014	-4.59894258	
19.5758	-4.59455897	-4.60766923	
19.58364	-4.5896049	-4.59894258	
19.59391	-4.5838543	-4.59894258	
19.60401	-4.57881155	-4.59894258	
19.61631	-4.57364905	-4.59894258	
19.62427	-4.57055286	-4.59894258	
19.63433	-4.56725787	-4.59021593	
19.64451	-4.56446055	-4.59021593	
